Title: * inversor cmos gf180mcud - ac (bode) - version ngspice
Date: Tue Sep  1 15:50:41  2026
Command: ngspice-47, Build Aug 11 2026   13:49:23
	3.497155186170303e-04,3.396378742583237e-07
27		1.862087136662866e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167777091894735e+00,3.269920500470892e-02
	-5.405532253545612e-09,-1.280331537942135e-06
	3.497154874666343e-04,3.475494302613518e-07
28		1.905460717963246e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167754788471956e+00,3.346053694028377e-02
	-5.660231285172356e-09,-1.310150517702001e-06
	3.497154548487634e-04,3.556453040777533e-07
29		1.949844599758044e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167731434395764e+00,3.423957895353454e-02
	-5.926928521643855e-09,-1.340663800976316e-06
	3.497154206943185e-04,3.639297912855849e-07
30		1.995262314968878e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167706980192599e+00,3.503674187653472e-02
	-6.206188901013569e-09,-1.371887540888475e-06
	3.497153849309917e-04,3.724072876847790e-07
31		2.041737944669528e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167681374058552e+00,3.585244599009749e-02
	-6.498603935891288e-09,-1.403838265437964e-06
	3.497153474831132e-04,3.810822916432967e-07
32		2.089296130854038e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167654561774242e+00,3.668712123603902e-02
	-6.804792961175359e-09,-1.436532886138377e-06
	3.497153082711865e-04,3.899594065033499e-07
33		2.137962089502230e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167626486545682e+00,3.754120743152509e-02
	-7.125404439713632e-09,-1.469988706837042e-06
	3.497152672122872e-04,3.990433430317042e-07
34		2.187761623949550e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167597088919037e+00,3.841515449033107e-02
	-7.461117329457261e-09,-1.504223432746997e-06
	3.497152242194524e-04,4.083389219427957e-07
35		2.238721138568337e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167566306651894e+00,3.930942264733844e-02
	-7.812642514270519e-09,-1.539255179674514e-06
	3.497151792015413e-04,4.178510764747012e-07
36		2.290867652767771e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167534074551128e+00,4.022448268649067e-02
	-8.180724301351149e-09,-1.575102483447262e-06
	3.497151320634339e-04,4.275848550204125e-07
37		2.344228815319920e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167500324390750e+00,4.116081617632460e-02
	-8.566141989163396e-09,-1.611784309570019e-06
	3.497150827051355e-04,4.375454238391967e-07
38		2.398832919019488e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167464984716593e+00,4.211891570628912e-02
	-8.969711507758996e-09,-1.649320063073996e-06
	3.497150310222173e-04,4.477380698104242e-07
39		2.454708915685027e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167427980709722e+00,4.309928512996700e-02
	-9.392287136057985e-09,-1.687729598597958e-06
	3.497149769054240e-04,4.581682032662384e-07
40		2.511886431509577e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167389234063505e+00,4.410243981385110e-02
	-9.834763299384477e-09,-1.727033230697773e-06
	3.497149202400070e-04,4.688413608967157e-07
41		2.570395782768861e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167348662770696e+00,4.512890688763429e-02
	-1.029807645004731e-08,-1.767251744365945e-06
	3.497148609060933e-04,4.797632087058327e-07
42		2.630267991895379e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167306180968295e+00,4.617922550169923e-02
	-1.078320703602295e-08,-1.808406405797184e-06
	3.497147987782156e-04,4.909395450523423e-07
43		2.691534803926912e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167261698781250e+00,4.725394708975684e-02
	-1.129118156135810e-08,-1.850518973392884e-06
	3.497147337247438e-04,5.023763037654008e-07
44		2.754228703338163e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167215122085481e+00,4.835363563325101e-02
	-1.182307474168082e-08,-1.893611708989955e-06
	3.497146656082168e-04,5.140795573172500e-07
45		2.818382931264450e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167166352361961e+00,4.947886793474836e-02
	-1.238001176089668e-08,-1.937707389358849e-06
	3.497145942844028e-04,5.260555200960751e-07
46		2.884031503126602e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167115286448686e+00,5.063023389220086e-02
	-1.296317063174248e-08,-1.982829317929942e-06
	3.497145196025166e-04,5.383105517344085e-07
47		2.951209226666382e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167061816348436e+00,5.180833678084010e-02
	-1.357378466659924e-08,-2.029001336790620e-06
	3.497144414046001e-04,5.508511605337468e-07
48		3.019951720402012e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.167005828995537e+00,5.301379353855793e-02
	-1.421314506257125e-08,-2.076247838934582e-06
	3.497143595252773e-04,5.636840069636742e-07
49		3.090295432513586e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.166947206005247e+00,5.424723505571669e-02
	-1.488260360626005e-08,-2.124593780773302e-06
	3.497142737915818e-04,5.768159072430426e-07
50		3.162277660168375e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.166885823467231e+00,5.550930647242225e-02
	-1.558357550452421e-08,-2.174064694931408e-06
	3.497141840220717e-04,5.902538370228505e-07
51		3.235936569296278e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.166821551641546e+00,5.680066747642437e-02
	-1.631754234507975e-08,-2.224686703292565e-06
	3.497140900270168e-04,6.040049351340319e-07
52		3.311311214825906e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.166754254690810e+00,5.812199260796568e-02
	-1.708605519456127e-08,-2.276486530336102e-06
	3.497139916079568e-04,6.180765074388819e-07
53		3.388441561392020e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.166683790441129e+00,5.947397157154612e-02
	-1.789073784034421e-08,-2.329491516769115e-06
	3.497138885567211e-04,6.324760307885572e-07
54		3.467368504525311e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.166610010016410e+00,6.085730954637791e-02
	-1.873329018018865e-08,-2.383729633413062e-06
	3.497137806558639e-04,6.472111570423233e-07
55		3.548133892335749e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.166532757600010e+00,6.227272750881041e-02
	-1.961549177036275e-08,-2.439229495424098e-06
	3.497136676772971e-04,6.622897172275610e-07
56		3.630780547701008e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.166451870061704e+00,6.372096255280879e-02
	-2.053920553518779e-08,-2.496020376774450e-06
	3.497135493824224e-04,6.777197257638728e-07
57		3.715352290971719e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.166367176614433e+00,6.520276821703962e-02
	-2.150638164786673e-08,-2.554132225047737e-06
	3.497134255216787e-04,6.935093848035914e-07
58		3.801893963205606e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.166278498500137e+00,6.671891481883770e-02
	-2.251906159048127e-08,-2.613595676554900e-06
	3.497132958334993e-04,7.096670886936874e-07
59		3.890451449942800e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.166185648590503e+00,6.827018978833500e-02
	-2.357938239899097e-08,-2.674442071738386e-06
	3.497131600441160e-04,7.262014285242156e-07
60		3.981071705534966e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.166088430977570e+00,6.985739800671091e-02
	-2.468958110277186e-08,-2.736703470891883e-06
	3.497130178672509e-04,7.431211967898390e-07
61		4.073802778041120e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.165986640615305e+00,7.148136215243588e-02
	-2.585199936880444e-08,-2.800412670222467e-06
	3.497128690029129e-04,7.604353921906818e-07
62		4.168693834703346e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.165880062860066e+00,7.314292304599224e-02
	-2.706908835630526e-08,-2.865603218207187e-06
	3.497127131372099e-04,7.781532245222652e-07
63		4.265795188015918e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.165768473036402e+00,7.484294000060619e-02
	-2.834341379381208e-08,-2.932309432291424e-06
	3.497125499415682e-04,7.962841197022549e-07
64		4.365158322401651e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.165651635979120e+00,7.658229117585906e-02
	-2.967766128751098e-08,-3.000566415916728e-06
	3.497123790719648e-04,8.148377249208682e-07
65		4.466835921509622e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.165529305516453e+00,7.836187393141997e-02
	-3.107464186995394e-08,-3.070410075867931e-06
	3.497122001686080e-04,8.338239139042354e-07
66		4.570881896148741e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.165401224023905e+00,8.018260518962982e-02
	-3.253729780321124e-08,-3.141877139993475e-06
	3.497120128544111e-04,8.532527923461165e-07
67		4.677351412871972e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.165267121807380e+00,8.204542178977917e-02
	-3.406870864085369e-08,-3.215005175208252e-06
	3.497118167353024e-04,8.731347034153455e-07
68		4.786300923226373e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.165126716637461e+00,8.395128085651060e-02
	-3.567209756916490e-08,-3.289832605909363e-06
	3.497116113982822e-04,8.934802334736155e-07
69		4.897788193684451e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.164979713093787e+00,8.590116015754583e-02
	-3.735083802964759e-08,-3.366398732671266e-06
	3.497113964115302e-04,9.143002178678233e-07
70		5.011872336272712e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.164825802030955e+00,8.789605847314161e-02
	-3.910846064446786e-08,-3.444743751350466e-06
	3.497111713226062e-04,9.356057469322259e-07
71		5.128613839913637e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.164664659855842e+00,8.993699595341798e-02
	-4.094866044772286e-08,-3.524908772471356e-06
	3.497109356586522e-04,9.574081720707585e-07
72		5.248074602497714e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.164495947961853e+00,9.202501448983133e-02
	-4.287530444736370e-08,-3.606935841044698e-06
	3.497106889242071e-04,9.797191120778527e-07
73		5.370317963702515e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.164319311968856e+00,9.416117807272639e-02
	-4.489243951945606e-08,-3.690867956666710e-06
	3.497104306010646e-04,1.002550459544830e-06
74		5.495408738576233e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.164134381021495e+00,9.634657315427184e-02
	-4.700430065775771e-08,-3.776749094011054e-06
	3.497101601469538e-04,1.025914387471163e-06
75		5.623413251903477e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.163940767051914e+00,9.858230900896398e-02
	-4.921531959031206e-08,-3.864624223674453e-06
	3.497098769942200e-04,1.049823356044907e-06
76		5.754399373371556e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.163738063967880e+00,1.008695180874153e-01
	-5.153013377650115e-08,-3.954539333356238e-06
	3.497095805489734e-04,1.074290119577314e-06
77		5.888436553555875e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.163525846830083e+00,1.032093563680623e-01
	-5.395359580288825e-08,-4.046541449401666e-06
	3.497092701898868e-04,1.099327733628492e-06
78		6.025595860743563e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.163303671017134e+00,1.056030037061856e-01
	-5.649078319445364e-08,-4.140678658709418e-06
	3.497089452666333e-04,1.124949562331474e-06
79		6.165950018614806e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.163071071318555e+00,1.080516641738799e-01
	-5.914700865530017e-08,-4.237000130971266e-06
	3.497086050987047e-04,1.151169285889710e-06
80		6.309573444801916e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.162827560961163e+00,1.105565663900333e-01
	-6.192783075600111e-08,-4.335556141241941e-06
	3.497082489745192e-04,1.178000908254816e-06
81		6.456542290346538e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.162572630693901e+00,1.131189638516687e-01
	-6.483906509238902e-08,-4.436398092905470e-06
	3.497078761492101e-04,1.205458765062725e-06
82		6.606934480075943e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.162305747741208e+00,1.157401352471726e-01
	-6.788679592441486e-08,-4.539578540931955e-06
	3.497074858434812e-04,1.233557531730267e-06
83		6.760829753919800e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.162026354729458e+00,1.184213847599783e-01
	-7.107738831922743e-08,-4.645151215474817e-06
	3.497070772421813e-04,1.262312231775944e-06
84		6.918309709189346e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.161733868564197e+00,1.211640423591986e-01
	-7.441750081684576e-08,-4.753171045790829e-06
	3.497066494928545e-04,1.291738245360337e-06
85		7.079457843841361e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.161427679338431e+00,1.239694640847461e-01
	-7.791409864411721e-08,-4.863694184526328e-06
	3.497062017032219e-04,1.321851318105983e-06
86		7.244359600749882e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.161107149048022e+00,1.268390323009963e-01
	-8.157446748277215e-08,-4.976778032225873e-06
	3.497057329404155e-04,1.352667570065129e-06
87		7.413102413009155e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.160771610392622e+00,1.297741559475585e-01
	-8.540622783102690e-08,-5.092481262223012e-06
	3.497052422284003e-04,1.384203505018142e-06
88		7.585775750291817e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.160420365421040e+00,1.327762707587669e-01
	-8.941734996397996e-08,-5.210863845754735e-06
	3.497047285466205e-04,1.416476019959149e-06
89		7.762471166286896e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.160052684207025e+00,1.358468394709851e-01
	-9.361616952815796e-08,-5.331987077405200e-06
	3.497041908274806e-04,1.449502414899636e-06
90		7.943282347242793e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.159667803403230e+00,1.389873519980356e-01
	-9.801140378136730e-08,-5.455913600767592e-06
	3.497036279545683e-04,1.483300402899088e-06
91		8.128305161640970e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.159264924756789e+00,1.421993255820068e-01
	-1.026121685067697e-07,-5.582707434362331e-06
	3.497030387605292e-04,1.517888120387931e-06
92		8.317637711026688e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.158843213580973e+00,1.454843049166795e-01
	-1.074279956244177e-07,-5.712433997793299e-06
	3.497024220246373e-04,1.553284137792051e-06
93		8.511380382023741e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.158401797140031e+00,1.488438622354971e-01
	-1.124688515199112e-07,-5.845160138093281e-06
	3.497017764705758e-04,1.589507470438994e-06
94		8.709635899560782e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.157939762986016e+00,1.522795973661473e-01
	-1.177451561173665e-07,-5.980954156265476e-06
	3.497011007639054e-04,1.626577589785979e-06
95		8.912509381337431e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.157456157204709e+00,1.557931377430057e-01
	-1.232678027163660e-07,-6.119885833966671e-06
	3.497003935097396e-04,1.664514434949288e-06
96		9.120108393559073e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
